Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
L50227,L,300.2,309.3,1467,38.8,51,0,0,0,0,0,0
L48512,L,299.0,310.3,1601,24.0,221,0,0,0,0,0,0
L47748,L,297.8,309.7,1589,34.4,5,0,0,0,0,0,0
L54080,L,301.0,311.7,1670,38.0,150,0,0,0,0,0,0
M23357,M,298.3,309.4,1509,34.1,162,0,0,0,0,0,0
M20652,M,301.8,311.3,1276,57.3,145,0,0,0,0,0,0
L50201,L,300.5,309.5,1659,31.1,211,0,0,0,0,0,0
M21077,M,301.2,310.8,1472,39.3,144,0,0,0,0,0,0
M17767,M,300.7,309.7,1477,40.1,159,0,0,0,0,0,0
L48642,L,298.9,310.3,1706,27.6,103,0,0,0,0,0,0
M23403,M,298.5,309.4,1448,51.4,56,0,0,0,0,0,0
L48677,L,298.0,308.7,1453,45.7,202,0,0,0,0,0,0
M20969,M,300.8,310.9,1514,38.3,66,0,0,0,0,0,0
L55779,L,297.6,308.4,1739,30.2,195,0,0,0,0,0,0
L53633,L,300.7,310.2,1807,24.2,9,0,0,0,0,0,0
M24102,M,298.2,308.3,1496,43.0,44,0,0,0,0,0,0
L55659,L,298.4,309.5,1523,41.2,94,0,0,0,0,0,0
M19856,M,303.6,312.7,1400,43.2,196,0,0,0,0,0,0
L48906,L,298.3,308.8,1645,22.1,79,0,0,0,0,0,0
L55725,L,298.4,309.3,1806,42.3,64,0,0,0,0,0,0
L50762,L,301.8,310.7,1490,43.0,131,0,0,0,0,0,0
L56782,L,298.9,310.1,1435,41.2,203,0,0,0,0,0,0
M21607,M,301.7,311.1,1625,41.2,177,0,0,0,0,0,0
L49652,L,299.1,308.5,1442,49.0,140,0,0,0,0,0,0
M19093,M,302.2,310.9,1467,41.1,60,0,0,0,0,0,0
L52763,L,302.5,311.8,1374,51.1,42,0,0,0,0,0,0
L50619,L,301.6,310.4,1378,50.7,18,0,0,0,0,0,0
L53189,L,300.6,310.6,1931,22.0,0,0,0,0,0,0,0
L53063,L,301.4,311.1,1624,34.1,133,0,0,0,0,0,0
M20478,M,303.0,312.4,1393,44.7,129,0,0,0,0,0,0
M17294,M,299.0,309.0,1412,41.3,47,0,0,0,0,0,0
M23172,M,299.0,310.4,1428,45.7,126,0,0,0,0,0,0
L49197,L,298.7,308.5,1519,36.0,46,0,0,0,0,0,0
L56158,L,296.9,307.6,1435,45.0,139,0,0,0,0,0,0
L54697,L,300.3,311.8,1478,45.1,15,0,0,0,0,0,0
M20997,M,300.9,311.1,1415,42.5,136,0,0,0,0,0,0
L54805,L,300.6,311.7,2194,17.6,126,0,0,0,0,0,0
L47765,L,297.6,309.5,1470,41.3,220,0,0,0,0,0,0
L50101,L,300.7,309.5,1471,41.4,151,0,0,0,0,0,0
M21455,M,301.5,310.6,1522,44.9,2,0,0,0,0,0,0
L48310,L,296.6,307.6,1567,36.5,107,0,0,0,0,0,0
L50196,L,300.7,309.4,1441,48.8,200,0,0,0,0,0,0
M15766,M,295.6,306.1,1769,25.2,158,0,0,0,0,0,0
L52443,L,303.5,312.8,1877,22.3,98,0,0,0,0,0,0
L48723,L,298.3,308.8,1559,34.5,179,0,0,0,0,0,0
M15184,M,297.8,308.5,1499,41.9,196,0,0,0,0,0,0
L55845,L,297.2,308.4,1403,50.4,152,0,0,0,0,0,0
L53199,L,300.8,310.9,1531,43.9,148,0,0,0,0,0,0
L56322,L,297.6,308.6,1448,40.2,13,0,0,0,0,0,0
L52626,L,303.1,312.9,1461,40.1,107,0,0,0,0,0,0
M22794,M,300.8,312.0,1521,39.7,196,0,0,0,0,0,0
L55573,L,298.5,309.5,1428,43.5,181,0,0,0,0,0,0
L54697,L,300.3,311.8,1603,38.7,7,0,0,0,0,0,0
H36266,H,301.1,311.2,1463,47.1,19,0,0,0,0,0,0
L57140,L,298.2,307.8,1567,32.9,137,0,0,0,0,0,0
L53697,L,300.6,310.1,1549,40.7,127,0,0,0,0,0,0
L53425,L,300.8,310.2,1445,41.7,24,0,0,0,0,0,0
H38751,H,298.5,308.8,1431,50.4,203,0,0,0,0,0,0
L48754,L,298.2,308.4,1478,42.4,166,0,0,0,0,0,0
M19587,M,303.5,311.8,1438,46.0,164,0,0,0,0,0,0
L51173,L,302.3,311.3,1758,24.7,131,0,0,0,0,0,0
L55270,L,300.2,311.6,1506,39.2,153,0,0,0,0,0,0
L50784,L,301.8,310.8,1557,41.8,190,0,0,0,0,0,0
L48737,L,298.5,309.1,1492,47.8,131,0,0,0,0,0,0
L48789,L,297.7,307.8,1694,34.9,156,0,0,0,0,0,0
H35787,H,300.0,309.5,1811,24.6,28,0,0,0,0,0,0
L53315,L,301.0,310.9,1479,39.8,129,0,0,0,0,0,0
M23553,M,297.4,308.5,1469,41.3,54,0,0,0,0,0,0
M19200,M,301.7,309.5,1397,44.6,7,0,0,0,0,0,0
L56869,L,299.0,309.9,1695,30.7,17,0,0,0,0,0,0
L56242,L,297.2,308.3,1551,35.3,113,0,0,0,0,0,0
L54910,L,300.6,311.9,1254,55.1,166,0,0,0,0,0,0
L51561,L,301.9,309.6,1446,43.2,0,0,0,0,0,0,0
M18285,M,301.5,310.5,1434,33.5,157,0,0,0,0,0,0
L55352,L,299.9,311.4,1596,52.3,160,0,0,0,0,0,0
L54820,L,300.4,311.3,1704,32.6,121,0,0,0,0,0,0
L51978,L,303.5,312.5,1457,50.9,174,0,0,0,0,0,0
L52981,L,301.5,310.8,1413,53.6,166,0,0,0,0,0,0
M15851,M,296.1,307.0,1523,42.0,124,0,0,0,0,0,0
L49071,L,297.8,307.5,1418,44.6,139,0,0,0,0,0,0
L55926,L,297.3,308.8,1552,37.5,105,0,0,0,0,0,0
L53071,L,301.4,311.0,1513,44.6,124,0,0,0,0,0,0
L52085,L,303.5,312.3,1386,56.5,9,0,0,0,0,0,0
L48576,L,299.1,310.2,1724,29.8,158,0,0,0,0,0,0
H34786,H,303.7,312.3,1420,44.5,167,0,0,0,0,0,0
M15204,M,297.5,308.3,1694,29.6,29,0,0,0,0,0,0
L49744,L,299.0,308.7,1492,39.2,151,0,0,0,0,0,0
L48143,L,295.8,306.5,1621,29.9,39,0,0,0,0,0,0
L54339,L,300.1,310.4,1381,60.2,182,0,0,0,0,0,0
L50638,L,301.5,310.4,1329,50.7,24,0,0,0,0,0,0
M14909,M,298.9,309.0,1711,27.9,140,0,0,0,0,0,0
L56474,L,298.1,309.0,1437,36.2,158,0,0,0,0,0,0
L53104,L,300.3,310.2,1486,36.4,36,0,0,0,0,0,0
L55207,L,300.1,311.5,1496,38.0,64,0,0,0,0,0,0
L53330,L,301.1,311.1,1451,29.1,170,0,0,0,0,0,0
L50481,L,301.3,310.4,1365,40.7,70,0,0,0,0,0,0
L49056,L,298.3,308.0,1353,62.0,98,0,0,0,0,0,0
M17955,M,299.9,309.2,1612,36.5,170,0,0,0,0,0,1
L51948,L,303.6,312.0,1426,45.2,92,0,0,0,0,0,0
M24203,M,298.3,308.8,1391,50.4,111,0,0,0,0,0,0
L54713,L,300.2,311.4,1465,37.9,29,0,0,0,0,0,0
H29997,H,297.4,309.3,1410,48.0,180,0,0,0,0,0,0
M19873,M,303.9,312.9,1594,35.2,161,0,0,0,0,0,0
L57118,L,298.4,308.1,1528,33.9,82,0,0,0,0,0,0
M23910,M,297.3,308.4,1447,42.4,98,0,0,0,0,0,0
L50310,L,300.1,309.6,1521,37.0,154,0,0,0,0,0,0
L56924,L,298.8,310.1,1445,41.6,181,0,0,0,0,0,0
L52603,L,302.6,312.3,1377,45.5,40,0,0,0,0,0,0
L50310,L,300.1,309.9,1428,38.8,52,0,0,0,0,0,0
M20149,M,303.9,312.9,1507,36.5,161,0,0,0,0,0,0
L49195,L,298.5,308.2,1301,66.3,42,1,0,0,0,0,0
M21134,M,301.2,310.7,1597,30.9,40,0,0,0,0,0,0
L51634,L,302.6,310.2,1487,38.5,177,0,0,0,0,0,0
M17862,M,300.5,309.8,1445,38.9,148,0,0,0,0,0,0
L48973,L,298.1,307.8,1631,26.3,85,0,0,0,0,0,0
L49052,L,298.3,308.1,1731,29.1,90,0,0,0,0,0,0
H30686,H,298.0,309.4,1562,38.1,24,0,0,0,0,0,0
M19058,M,302.4,311.1,1538,44.5,49,0,0,0,0,0,0
L50252,L,300.0,309.1,1314,58.2,114,0,0,0,0,0,0
L49589,L,299.1,308.5,1389,46.5,31,0,0,0,0,0,0
L54791,L,300.5,311.4,1611,61.1,44,0,0,0,0,0,0
M18167,M,301.4,310.5,1650,39.9,83,0,0,0,0,0,0
L53174,L,300.5,310.6,1609,39.2,119,0,0,0,0,0,0
L55278,L,300.3,311.6,1493,38.2,0,0,0,0,0,0,0
M18147,M,301.2,310.1,1435,48.7,34,0,0,0,0,0,0
L55887,L,297.2,308.5,1471,42.3,41,0,0,0,0,0,0
M23913,M,297.4,308.5,1465,32.2,84,0,0,0,0,0,0
L54333,L,300.2,310.4,1489,39.0,85,0,0,0,0,0,0
L56828,L,299.0,310.2,1752,29.1,19,0,0,0,0,0,0
H31522,H,299.4,309.0,1469,39.4,64,0,0,0,0,0,0
M23613,M,297.4,308.6,1482,37.3,64,0,0,0,0,0,0
L52162,L,303.7,313.0,1486,37.3,209,0,0,0,0,0,0
L49377,L,299.7,309.0,1402,51.9,90,0,0,0,0,0,0
M15557,M,295.6,306.2,1453,48.3,131,0,0,0,0,0,0
L50127,L,300.7,309.5,1452,43.4,17,0,0,0,0,0,0
L51073,L,302.3,311.4,1549,36.5,62,0,0,0,0,0,0
L54334,L,300.3,310.0,1584,32.8,17,0,0,0,0,0,0
L51259,L,302.0,310.3,1978,22.0,2,0,0,0,0,0,0
L51280,L,302.0,310.4,1368,23.2,161,0,0,0,0,0,0
L50127,L,300.7,309.5,1592,38.5,17,0,0,0,0,0,0
L48523,L,298.9,310.2,1448,45.9,29,0,0,0,0,0,0
M16791,M,298.2,308.0,1972,23.5,32,0,0,0,0,0,0
L49372,L,299.6,309.0,1572,37.3,91,0,0,0,0,0,0
M16307,M,299.0,310.3,1662,33.6,94,0,0,0,0,0,0
L48204,L,296.2,307.3,1711,29.9,5,0,0,0,0,0,0
M17688,M,300.3,309.4,1471,41.2,155,0,0,0,0,0,0
L55526,L,298.8,309.8,1601,35.7,176,0,0,0,0,0,0
L55313,L,299.0,311.1,1471,45.9,170,0,0,0,0,0,0
L48161,L,296.2,306.8,1516,39.4,137,0,0,0,0,0,0
M20077,M,303.7,312.5,1607,30.6,203,0,0,0,0,0,0
L48834,L,298.2,308.1,1630,30.8,162,0,0,0,0,0,0
L48322,L,296.9,307.9,1536,43.9,149,0,0,0,0,0,0
M16843,M,298.0,307.6,1496,45.5,163,0,0,0,0,0,0
L53760,L,301.3,310.5,1507,39.1,7,0,0,0,0,0,0
L52717,L,302.4,311.8,1382,58.5,135,0,0,0,0,0,0
L56922,L,298.9,310.2,1925,22.1,177,0,0,0,0,0,0
L56696,L,298.9,310.1,1480,41.9,51,0,0,0,0,0,0
L50410,L,300.6,309.4,1556,33.5,98,0,0,0,0,0,0
L49085,L,297.9,307.6,1687,27.3,178,0,0,0,0,0,0
L49197,L,298.7,308.4,1483,42.5,46,0,0,0,0,0,0
H33139,H,302.3,311.1,1567,35.1,73,0,0,0,0,0,0
M15426,M,297.8,309.7,1541,33.7,165,0,0,0,0,0,0
L51644,L,302.6,310.5,1393,44.7,68,0,0,0,0,0,0
L49551,L,299.3,308.5,1469,43.2,91,0,0,0,0,0,0
L51786,L,302.9,311.2,1556,32.9,62,0,0,0,0,0,0
L50992,L,302.0,310.6,1427,50.0,84,0,0,0,0,0,0
L48781,L,297.8,307.8,1565,37.0,6,0,0,0,0,0,0
H29494,H,298.1,308.1,1456,42.7,80,0,0,0,0,0,0
M17290,M,298.9,308.6,1553,38.5,40,0,0,0,0,0,0
L56699,L,299.0,310.1,1553,42.8,57,0,0,0,0,0,0
H39043,H,299.0,310.3,1539,39.2,17,0,0,0,0,0,0
L53256,L,301.0,310.9,1479,39.0,199,0,0,0,0,0,0
M23689,M,297.3,308.8,1800,28.4,0,0,0,0,0,0,0
L50553,L,301.4,310.5,1553,42.9,23,0,0,0,0,0,0
M15590,M,297.3,308.6,1590,35.7,160,0,0,0,0,0,0
M18936,M,302.0,310.5,1510,47.7,5,0,0,0,0,0,0
M21465,M,301.6,310.6,1477,42.6,40,0,0,0,0,0,0
L54913,L,300.6,312.0,1412,43.6,134,0,0,0,0,0,0
L55966,L,297.5,308.5,1306,38.9,38,0,0,0,0,0,0
L50442,L,301.3,310.1,1558,44.0,184,0,0,0,0,0,0
L56258,L,297.3,307.6,1728,30.2,98,0,0,0,0,0,0
L48824,L,298.0,307.8,1418,42.5,121,0,0,0,0,0,0
M21716,M,300.6,311.2,1441,42.4,31,0,0,0,0,0,0
L49286,L,299.5,309.3,1551,37.7,42,0,0,0,0,0,0
L50668,L,301.9,310.8,1615,32.0,5,0,0,0,0,0,0
L57124,L,298.6,307.9,1399,47.8,74,0,0,0,0,0,0
M17279,M,299.1,308.2,1328,49.2,40,0,0,0,0,0,0
L48945,L,298.2,308.0,1645,29.6,5,0,0,0,0,0,0
L48348,L,297.1,308.4,1529,40.4,165,0,0,0,0,0,0
L52884,L,302.4,311.8,1616,32.5,137,0,0,0,0,0,0
L56789,L,299.1,310.6,1470,47.7,83,0,0,0,0,0,0
L47187,L,298.1,308.9,1438,41.2,121,0,0,0,0,0,0
H34966,H,302.5,312.0,1659,34.9,177,0,0,0,0,0,0
M23172,M,298.7,310.0,1725,30.5,77,0,0,0,0,0,0
L52147,L,303.9,312.6,1426,50.7,172,0,0,0,0,0,0
L56497,L,298.4,309.5,1480,38.1,160,0,0,0,0,0,0
L49371,L,299.5,309.0,1436,54.9,70,0,0,0,0,0,0
L48117,L,295.6,306.2,1429,42.9,33,0,0,0,0,0,0
L51835,L,303.1,311.2,1518,39.9,124,0,0,0,0,0,0
M20900,M,300.7,311.1,1445,46.6,56,0,0,0,0,0,0
L48710,L,298.1,308.8,1497,39.9,185,0,0,0,0,0,0
L50393,L,300.4,309.1,1473,40.3,52,0,0,0,0,0,0
M17988,M,299.9,309.5,1462,42.8,50,0,0,0,0,0,0
M22550,M,300.5,311.6,1403,44.7,4,0,0,0,0,0,0
M19210,M,301.9,309.7,1449,37.5,135,0,0,0,0,0,0
L49861,L,299.6,309.1,1545,32.2,35,0,0,0,0,0,0
H31983,H,299.3,309.0,1872,20.5,140,0,0,0,0,0,0
H36507,H,300.7,310.3,1369,50.7,5,0,0,0,0,0,0
L53023,L,301.5,311.0,1442,47.0,176,0,0,0,0,0,0
L50587,L,301.2,310.4,1381,50.2,92,0,0,0,0,0,0
M15226,M,297.5,308.6,1552,42.4,68,0,0,0,0,0,0
L48631,L,298.9,310.4,1369,54.4,176,0,0,0,0,0,0
L50141,L,300.6,309.7,1654,32.8,57,0,0,0,0,0,0
L55480,L,298.7,310.1,1628,37.6,119,0,0,0,0,0,0
L55273,L,300.2,311.6,1578,36.5,160,0,0,0,0,0,0
L54368,L,300.3,310.4,1576,40.6,46,0,0,0,0,0,0
H31776,H,299.2,308.4,1435,39.8,67,0,0,0,0,0,0
H29425,H,298.8,309.2,1423,60.6,29,0,0,0,0,0,0
L56310,L,297.6,308.6,1544,32.7,83,0,0,0,0,0,0
L56731,L,299.4,310.8,1391,50.2,139,0,0,0,0,0,0
L47668,L,297.4,309.2,1692,32.7,186,0,0,0,0,0,0
L55808,L,297.5,308.5,1347,42.8,45,0,0,0,0,0,0
L56572,L,297.6,308.1,1437,46.3,192,0,0,0,0,0,0
L49403,L,299.6,309.0,1429,45.2,153,0,0,0,0,0,0
H32866,H,301.6,310.5,1623,32.3,2,0,0,0,0,0,0
L55367,L,299.6,310.9,1383,52.1,96,0,0,0,0,0,0
L50948,L,302.2,311.2,1379,46.0,168,0,0,0,0,0,0
L49016,L,297.7,307.2,1616,35.8,195,0,0,0,0,0,0
H29968,H,297.7,309.4,1335,58.2,105,0,0,0,0,0,0
H35301,H,301.4,311.1,1596,41.4,2,0,0,0,0,0,0
H31522,H,299.4,309.1,1701,28.6,147,0,0,0,0,0,0
L54034,L,301.0,311.4,1557,36.4,26,0,0,0,0,0,0
L50978,L,302.1,311.1,1786,25.7,47,0,0,0,0,0,0
L53418,L,301.3,310.9,1683,27.9,164,0,0,0,0,0,0
L49486,L,299.0,308.6,1487,41.4,152,0,0,0,0,0,0
M17328,M,299.2,308.5,1557,36.8,155,0,0,0,0,0,0
L53956,L,301.3,310.6,1495,37.4,42,0,0,0,0,0,0
L56978,L,298.5,309.3,1539,39.4,119,0,0,0,0,0,0
M18783,M,302.6,311.6,1532,39.5,154,0,0,0,0,0,0
M19116,M,302.6,310.6,1532,43.7,73,0,0,0,0,0,0
L51282,L,302.0,310.5,1583,34.9,171,0,0,0,0,0,0
L53199,L,300.7,310.7,1443,53.2,26,0,0,0,0,0,0
L47403,L,298.4,308.6,1568,34.4,175,0,0,0,0,0,0
M17212,M,299.1,308.5,1524,43.3,104,0,0,0,0,0,0
L54663,L,300.0,311.2,1486,36.7,26,0,0,0,0,0,0
M21294,M,300.1,309.8,1402,45.2,35,0,0,0,0,0,0
L54237,L,300.8,310.6,1461,49.3,133,0,0,0,0,0,0
M24214,M,298.4,308.9,1411,50.0,39,0,0,0,0,0,0
L55071,L,300.8,312.5,1376,54.1,196,0,0,0,0,0,0
L56917,L,298.9,310.0,1791,27.1,197,0,0,0,0,0,0
M18953,M,302.0,310.5,1573,32.1,94,0,0,0,0,0,0
L53109,L,300.6,310.2,1555,40.6,76,0,0,0,0,0,0
M22875,M,301.0,312.0,1346,58.7,190,0,0,0,0,0,0
L52240,L,304.0,313.0,1642,42.7,43,0,0,0,0,0,0
M22381,M,300.2,311.3,1372,40.7,23,0,0,0,0,0,0
L47575,L,297.4,308.3,1453,46.8,162,0,0,0,0,0,0
L53671,L,300.6,310.1,1465,48.0,94,0,0,0,0,0,0
L49607,L,299.0,308.2,1596,32.3,33,0,0,0,0,0,0
H36020,H,301.6,310.6,2163,15.8,40,0,0,0,0,0,0
M16049,M,297.0,308.4,1519,38.7,179,0,0,0,0,0,0
L56404,L,297.9,309.0,1645,31.8,118,0,0,0,0,0,0
M18017,M,300.4,309.7,1353,50.7,144,0,0,0,0,0,0
M19011,M,301.9,310.4,1486,36.1,100,0,0,0,0,0,0
L48396,L,296.8,307.9,1593,38.1,120,0,0,0,0,0,0
L55796,L,297.6,308.6,1401,45.4,59,0,0,0,0,0,0
L52728,L,302.4,311.8,1471,47.0,156,0,0,0,0,0,0
M22427,M,300.4,311.0,1471,42.2,174,0,0,0,0,0,0
L53016,L,301.2,311.1,1436,44.1,23,0,0,0,0,0,0
L56865,L,299.1,310.1,1396,51.9,85,0,0,0,0,0,0
L55941,L,297.4,308.5,1423,43.2,179,0,0,0,0,0,0
H38066,H,297.2,308.4,1469,44.6,124,0,0,0,0,0,0
L57153,L,298.4,308.2,1561,34.3,188,0,0,0,0,0,0
M17661,M,300.4,309.5,1540,36.4,186,0,0,0,0,0,0
L49078,L,297.8,307.4,1894,25.5,157,0,0,0,0,0,0
M21659,M,301.1,310.7,1347,55.1,108,0,0,0,0,0,0
H39136,H,298.3,309.3,1547,36.6,96,0,0,0,0,0,0
L47810,L,298.3,310.0,1554,31.8,101,0,0,0,0,0,0
L54112,L,300.8,311.4,1492,40.0,14,0,0,0,0,0,0
L50553,L,301.4,310.6,1434,45.7,23,0,0,0,0,0,0
M18119,M,301.2,310.4,1382,52.3,228,1,0,1,0,0,0
L50104,L,300.5,309.8,1598,33.8,192,0,0,0,0,0,0
L51092,L,302.5,311.8,1462,47.3,126,0,0,0,0,0,0
L56639,L,298.4,309.1,1720,28.1,146,0,0,0,0,0,0
M18694,M,302.3,311.1,1367,57.1,146,0,0,0,0,0,0
L48573,L,298.8,310.3,1435,44.5,147,0,0,0,0,0,0
M18830,M,302.2,311.3,1654,29.5,42,0,0,0,0,0,0
L51394,L,301.9,310.6,1524,36.6,15,0,0,0,0,0,0
L50829,L,302.2,311.5,1559,34.2,39,0,0,0,0,0,0
L49597,L,298.9,308.3,1365,36.6,7,0,0,0,0,0,0
L50165,L,300.6,309.8,1651,31.4,123,0,0,0,0,0,0
L52542,L,303.2,312.5,1598,35.5,144,0,0,0,0,0,0
L51901,L,303.4,311.8,1364,45.5,195,1,0,1,0,0,0
L51231,L,302.0,310.8,1457,46.4,37,0,0,0,0,0,0
M17236,M,299.2,308.3,1550,38.7,98,0,0,0,0,0,0
M19416,M,302.7,310.6,1349,51.2,176,1,0,1,0,0,0
L51163,L,302.2,311.3,1494,40.6,73,0,0,0,0,0,0
L53933,L,301.6,310.9,1492,50.7,195,0,0,0,0,0,0
L52299,L,304.0,313.1,1470,43.5,146,0,0,0,0,0,0
L51945,L,303.7,312.0,1694,27.0,79,0,0,0,0,0,0
L52850,L,302.2,311.4,1350,54.6,39,0,0,0,0,0,0
L53320,L,300.8,310.7,1589,34.3,119,0,0,0,0,0,0
H31016,H,297.7,307.9,1378,33.5,47,0,0,0,0,0,0
L54108,L,301.1,311.6,1471,49.8,7,0,0,0,0,0,0
L53697,L,301.1,309.8,1566,32.8,0,0,0,0,0,0,0
M21660,M,301.1,310.9,1410,43.9,59,0,0,0,0,0,0
L51279,L,301.8,310.4,1522,34.4,146,0,0,0,0,0,0
L52997,L,301.3,311.0,1414,49.0,206,0,0,0,0,0,0
L53039,L,301.3,311.0,1542,38.6,80,0,0,0,0,0,0
L53273,L,301.0,310.8,1757,26.9,20,0,0,0,0,0,0
M23209,M,298.7,309.5,1487,33.6,166,0,0,0,0,0,0
L49768,L,299.0,309.2,1547,35.8,110,0,0,0,0,0,0
L53709,L,301.3,310.6,1607,31.7,2,0,0,0,0,0,0
L49972,L,300.3,309.5,1713,28.7,125,0,0,0,0,0,0
L50302,L,300.0,309.3,1396,49.7,35,0,0,0,0,0,0
M22401,M,300.3,311.4,1512,37.1,98,0,0,0,0,0,0
L49913,L,299.7,309.2,1430,38.7,166,0,0,0,0,0,0
L56335,L,297.5,308.5,1528,36.2,143,0,0,0,0,0,0
L51237,L,301.9,310.9,1425,44.9,54,0,0,0,0,0,0
L55789,L,297.4,308.6,1521,37.5,2,0,0,0,0,0,0
L48573,L,298.9,310.4,1567,33.3,124,0,0,0,0,0,0
M21932,M,300.7,310.6,1374,41.7,184,0,0,0,0,0,0
L49480,L,299.4,308.7,1492,41.6,109,0,0,0,0,0,0
M24112,M,298.2,309.0,1447,41.1,189,0,0,0,0,0,0
L56674,L,299.2,309.9,1445,40.1,219,0,0,0,0,0,0
M19894,M,304.3,313.5,1546,40.6,5,0,0,0,0,0,0
L55620,L,298.8,309.9,1512,39.4,33,0,0,0,0,0,0
L55216,L,300.6,311.7,1460,48.7,15,0,0,0,0,0,0
M22987,M,300.2,311.6,1800,24.3,38,0,0,0,0,0,0
M16340,M,298.2,309.3,1421,43.9,144,0,0,0,0,0,0
L47996,L,296.8,307.6,1609,36.3,166,0,0,0,0,0,0
L49477,L,299.2,308.5,1415,44.8,68,0,0,0,0,0,0
L47485,L,297.8,308.4,1517,39.2,5,0,0,0,0,0,0
L49792,L,299.4,309.1,1474,41.4,57,0,0,0,0,0,0
M23081,M,299.1,310.8,1639,29.4,53,0,0,0,0,0,0
H34229,H,303.4,312.7,1534,33.2,210,0,0,0,0,0,0
L50376,L,300.0,309.1,1489,41.1,156,0,0,0,0,0,0
L56115,L,297.3,308.3,1469,43.8,13,0,0,0,0,0,0
L53732,L,301.4,310.6,1423,44.5,123,0,0,0,0,0,0
H30909,H,297.9,308.5,1697,32.1,184,0,0,0,0,0,0
L51247,L,301.9,310.7,1348,51.7,76,0,0,0,0,0,0
H36889,H,300.3,311.6,1877,23.3,123,0,0,0,0,0,0
L54542,L,299.7,310.6,1605,32.2,126,0,0,0,0,0,0
L56321,L,297.5,308.6,1584,36.4,112,0,0,0,0,0,0
L55144,L,300.8,312.1,1498,42.6,98,0,0,0,0,0,0
L48404,L,297.0,308.1,1477,45.1,139,0,0,0,0,0,0
L49770,L,299.0,308.6,1536,39.3,0,0,0,0,0,0,0
L56607,L,298.2,308.8,1540,34.8,9,0,0,0,0,0,0
L51912,L,303.2,311.2,1486,38.1,69,0,0,0,0,0,0
L53301,L,300.9,311.0,1642,37.4,96,0,0,0,0,0,0
L48526,L,298.8,310.1,1526,42.1,24,0,0,0,0,0,0
L57131,L,298.2,307.8,1462,59.4,115,0,0,0,0,0,0
L52624,L,303.0,312.3,1832,22.8,132,0,0,0,0,0,0
L49198,L,298.7,308.5,1465,44.7,48,0,0,0,0,0,0
M22667,M,300.0,311.8,1689,30.0,115,0,0,0,0,0,0
M17058,M,299.3,308.9,1367,49.6,42,0,0,0,0,0,0
H36354,H,300.7,311.5,1455,39.5,126,0,0,0,0,0,0
L55386,L,299.3,310.8,1367,51.4,15,0,0,0,0,0,0
L54259,L,300.7,310.5,1445,41.1,0,0,0,0,0,0,0
M18167,M,301.4,310.5,1563,44.1,83,0,0,0,0,0,0
L49257,L,299.4,309.3,1650,31.2,24,0,0,0,0,0,0
M17863,M,300.6,309.8,1449,47.2,148,0,0,0,0,0,0
L51787,L,303.0,311.1,1944,23.5,137,0,0,0,0,0,0
M18951,M,302.0,310.4,2143,19.7,135,0,0,0,0,0,0
M17955,M,300.0,309.4,1601,32.0,39,0,0,0,0,0,0
L51025,L,302.3,311.0,1430,53.8,168,0,0,0,0,0,0
M16264,M,298.9,310.1,1720,25.6,176,0,0,0,0,0,0
L50007,L,300.4,309.4,1542,36.8,153,0,0,0,0,0,0
L54732,L,300.3,311.3,1610,35.4,105,0,0,0,0,0,0
M17499,M,299.8,309.6,1448,44.6,74,0,0,0,0,0,0
L47885,L,297.0,307.9,1375,50.3,12,0,0,0,0,0,0
L49630,L,299.0,308.7,1492,37.8,91,0,0,0,0,0,0
L56716,L,299.3,310.6,1412,44.1,102,0,0,0,0,0,0
M19822,M,304.0,312.7,1608,33.3,160,0,0,0,0,0,0
L47863,L,297.8,309.0,1403,53.0,166,0,0,0,0,0,0
M15293,M,297.6,308.5,1403,23.7,176,0,0,0,0,0,0
L49185,L,298.5,308.3,1484,41.1,20,0,0,0,0,0,0
L49403,L,299.5,309.0,1809,25.0,153,0,0,0,0,0,0
L47806,L,298.4,310.1,1578,32.2,98,0,0,0,0,0,0
L49513,L,299.2,308.5,1550,37.0,222,0,0,0,0,0,0
H30941,H,298.1,309.2,1557,38.7,118,0,0,0,0,0,0
M15136,M,298.0,307.9,1750,40.4,67,0,0,0,0,0,0
L53934,L,301.8,311.1,1452,42.8,197,0,0,0,0,0,0
L51614,L,302.4,310.1,1557,36.3,7,0,0,0,0,0,0
M18995,M,302.1,310.3,1383,60.5,20,1,0,1,0,0,0
L54114,L,300.8,311.6,1502,37.4,18,0,0,0,0,0,0
L52724,L,302.5,311.9,1471,46.7,140,0,0,0,0,0,0
L49690,L,299.1,309.0,1564,35.9,18,0,0,0,0,0,0
L51914,L,303.2,311.5,1363,52.5,228,1,0,1,0,0,0
L55428,L,299.0,310.3,1456,35.6,118,0,0,0,0,0,0
L57117,L,298.4,308.1,1452,42.1,80,0,0,0,0,0,0
M21756,M,301.0,311.6,1632,35.0,140,0,0,0,0,0,0
H36126,H,300.9,310.6,1493,43.0,158,0,0,0,0,0,0
M17609,M,299.7,309.2,1685,33.9,75,0,0,0,0,0,0
L51537,L,302.0,309.9,1407,52.8,154,1,0,0,0,0,0
L48621,L,299.0,310.2,2304,15.1,53,0,0,0,0,0,0
L47507,L,297.7,308.5,1713,28.3,203,0,0,0,0,0,0
L55533,L,298.5,309.4,1421,55.6,127,0,0,0,0,0,0
